,clientid,pubclientid,clmbuserid,imprid,siteId,goalid,cityId,stateId,countryDimId,browserId,adslotdimid,ispDimId,osVerDimId,conversion_fraud,clickIp,crtd,itmClmbLId,devTypeDimId
105,36,4,0,0,34,6384,0.0,1808.0,144.0,129639.0,321410,177700.0,199414.0,True,1,965,181,285
106,36,4,0,0,34,6384,10240.0,1802.0,144.0,129639.0,321300,136127.0,199452.0,True,1,965,126,285
107,36,17,1,1,178,6384,10286.0,1810.0,144.0,129639.0,129239,280429.0,199452.0,True,1,965,126,661
108,36,17,1,1,178,6384,10286.0,1810.0,144.0,129639.0,129239,280429.0,199452.0,True,1,965,181,285
109,52,20,0,0,2627,10517,437.0,1808.0,144.0,129408.0,322157,266031.0,360956.0,True,1,965,181,285
110,45,6,0,0,3,8628,0.0,2437.0,145.0,0.0,233531,272343.0,0.0,True,1,965,181,285
111,45,6,0,0,3,8628,0.0,2437.0,145.0,0.0,233531,150733.0,0.0,True,1,965,181,285
112,36,4,0,0,34,6384,10310.0,1817.0,144.0,129639.0,321300,184911.0,199414.0,True,1,965,126,661
113,36,41,1,1,3290,6384,10269.0,1807.0,144.0,129639.0,356952,133765.0,199414.0,True,1,965,181,285
114,36,41,1,1,3290,6384,10269.0,1807.0,144.0,129639.0,356952,133765.0,199414.0,True,2,965,126,661
115,45,6,0,0,3,8628,0.0,2442.0,145.0,0.0,233531,265618.0,0.0,True,2,965,126,285
116,36,4,0,0,34,6384,438.0,1818.0,144.0,129639.0,320284,162352.0,199452.0,True,1,965,126,285
117,28,20,0,0,1057,6630,437.0,1808.0,144.0,0.0,315157,280429.0,360833.0,True,1,965,126,285
118,21,15,0,0,1219,607,435.0,129163.0,144.0,129408.0,264408,136127.0,206071.0,True,2,965,181,285
119,45,6,0,0,3,8628,0.0,2442.0,145.0,0.0,233531,265618.0,0.0,True,1,965,126,285
120,36,4,0,0,34,6384,10240.0,1802.0,144.0,129639.0,321553,147570.0,199414.0,True,1,965,181,661
121,36,6,1,1,3,6384,10240.0,1802.0,144.0,129639.0,350086,266913.0,199452.0,True,1,965,181,285
122,36,4,0,0,34,6384,0.0,2571.0,144.0,129639.0,321300,280429.0,199452.0,True,1,965,126,285
123,36,6,1,1,3,6384,10240.0,1802.0,144.0,129639.0,350086,266913.0,199452.0,True,1,965,126,285
124,36,17,0,0,178,6384,10286.0,1810.0,144.0,0.0,129239,280429.0,0.0,True,2,965,181,285
125,36,4,0,0,34,6384,436.0,1806.0,144.0,129639.0,321554,266913.0,199414.0,True,1,965,181,285
126,7,4,0,0,825,904,34755.0,1808.0,144.0,129408.0,320281,268021.0,359919.0,True,2,965,181,285
127,15,4,0,0,34,10553,435.0,129163.0,144.0,129639.0,321553,165658.0,360155.0,True,1,965,181,285
128,36,4,0,0,34,6384,435.0,129163.0,144.0,129639.0,321410,151879.0,199414.0,True,1,965,126,285
129,36,4,0,0,34,6384,10278.0,1808.0,144.0,129467.0,321554,266906.0,199414.0,True,1,965,181,285
130,36,4,0,0,34,6384,438.0,1818.0,144.0,129639.0,321554,280429.0,199414.0,True,1,965,126,661
131,36,6,0,0,3,6384,435.0,129163.0,144.0,129639.0,239188,266737.0,199452.0,False,1,965,181,285
132,36,41,0,0,3290,6384,0.0,1803.0,144.0,129639.0,356952,266913.0,199452.0,False,1,965,126,285
133,36,41,0,0,3290,6384,0.0,1803.0,144.0,129639.0,356952,133765.0,199452.0,False,1,965,181,285
134,45,5,0,0,26,8628,0.0,2428.0,145.0,129639.0,339648,186936.0,199452.0,False,1,965,181,285
135,15,0,0,0,3296,10553,10291.0,2578.0,144.0,129639.0,355768,266906.0,199414.0,False,1,965,181,661
136,42,17,0,0,178,7229,10278.0,1808.0,144.0,129639.0,129784,280429.0,199414.0,False,1,965,181,285
137,21,14,0,0,1217,607,10300.0,1815.0,144.0,0.0,264411,136127.0,0.0,False,1,965,126,285
138,30,0,0,0,3296,8784,10240.0,1802.0,144.0,0.0,355768,136127.0,360956.0,False,1,965,126,285
139,50,17,0,0,178,10346,10233.0,1799.0,144.0,129639.0,337642,266737.0,199452.0,False,1,965,126,661
140,36,6,2,0,3,6384,10240.0,1802.0,144.0,129639.0,239188,166358.0,199452.0,False,1,965,181,285
141,36,41,0,0,3290,6384,439.0,1815.0,144.0,129639.0,356952,266906.0,199522.0,False,1,965,181,285
142,36,12,0,0,19,6384,436.0,1806.0,144.0,129639.0,351350,134237.0,199414.0,False,2,965,126,285
143,54,17,0,0,178,10614,0.0,1803.0,144.0,129639.0,129239,170706.0,199414.0,False,1,965,181,285
144,19,0,0,0,3296,3370,439.0,1815.0,144.0,129408.0,355768,136127.0,360956.0,False,1,965,126,285
145,18,6,0,0,3,469,436.0,1806.0,144.0,129639.0,332775,266913.0,199452.0,False,1,965,126,285
146,8,17,0,0,283,1589,34755.0,1808.0,144.0,129433.0,236059,162894.0,360833.0,False,1,965,181,285
147,36,6,0,0,3,6384,10278.0,1808.0,144.0,129639.0,332775,280429.0,199414.0,False,1,965,181,285
148,36,17,0,0,178,6384,10240.0,1802.0,144.0,129639.0,337642,163485.0,199414.0,False,1,965,181,285
149,36,17,0,0,178,6384,0.0,1807.0,144.0,129639.0,129239,136127.0,199452.0,False,1,965,126,285
150,36,2,0,0,16,6384,10240.0,1802.0,144.0,129639.0,324102,281745.0,199452.0,False,1,965,126,285
151,36,41,0,0,3290,6384,439.0,1815.0,144.0,129639.0,356952,0.0,199452.0,False,1,965,181,285
152,36,25,0,0,568,6384,436.0,1806.0,144.0,129639.0,209126,151879.0,199452.0,False,1,965,181,285
153,36,1,0,0,4,6384,34755.0,1808.0,144.0,129639.0,130014,161223.0,199414.0,False,1,965,126,285
154,4,20,0,0,1057,722,10239.0,1801.0,144.0,129408.0,315157,280429.0,360956.0,False,1,965,181,285
155,20,14,0,0,205,4265,437.0,1808.0,144.0,129639.0,356312,133765.0,199452.0,False,1,965,126,661
156,4,35,0,0,2958,722,436.0,1806.0,144.0,129639.0,336427,266913.0,199452.0,False,1,965,126,285
157,36,17,0,0,178,6384,10295.0,1814.0,144.0,129639.0,129239,266737.0,199452.0,False,1,965,181,285
158,50,1,0,0,4,10346,435.0,129163.0,144.0,129639.0,208063,153317.0,199414.0,False,1,965,181,285
159,36,17,0,0,178,6384,10239.0,1801.0,144.0,129639.0,337645,136127.0,199452.0,False,1,965,181,285
160,19,0,0,0,3296,3370,437.0,1808.0,144.0,129408.0,355768,280429.0,359921.0,False,1,965,126,285
161,36,17,1,0,178,6384,208118.0,1804.0,144.0,129639.0,337645,273302.0,199452.0,False,1,965,181,285
162,36,18,0,0,379,6384,0.0,1811.0,144.0,129639.0,207067,136127.0,199414.0,False,1,965,181,285
163,36,41,0,0,3290,6384,435.0,129163.0,144.0,129639.0,356952,266737.0,0.0,False,1,965,181,285
164,36,18,0,0,2116,6384,10278.0,1808.0,144.0,129473.0,341816,280429.0,361320.0,False,1,965,126,285
165,36,17,0,0,178,6384,436.0,1806.0,144.0,0.0,129239,280429.0,0.0,False,1,965,126,285
166,36,6,0,0,3,6384,10313.0,1817.0,144.0,129639.0,239188,266906.0,199414.0,False,1,965,181,285
167,36,41,0,0,3290,6384,439.0,1815.0,144.0,129639.0,356952,136127.0,199414.0,False,1,965,126,285
168,36,29,0,0,2608,6384,438.0,1818.0,144.0,129639.0,322224,280429.0,199452.0,False,1,965,126,285
169,6,33,0,0,2923,4405,440.0,1802.0,144.0,129433.0,334764,136127.0,360833.0,False,1,965,181,285
170,4,15,0,0,1219,722,435.0,129163.0,144.0,129408.0,264409,280429.0,359919.0,False,1,965,126,285
171,21,12,0,0,1215,607,436.0,1806.0,144.0,129408.0,264415,136127.0,359921.0,False,1,965,181,285
172,36,6,0,0,3,6384,438.0,1818.0,144.0,129639.0,332783,133765.0,199414.0,False,1,965,126,661
173,36,1,1,0,4,6384,0.0,1803.0,144.0,129639.0,355900,266906.0,199414.0,False,2,965,126,661
174,36,41,0,0,3290,6384,0.0,1817.0,144.0,129639.0,356952,164681.0,199414.0,False,1,965,181,285
175,36,41,0,0,3290,6384,435.0,129163.0,144.0,129639.0,356952,266737.0,199414.0,False,1,965,181,285
176,15,0,0,0,3296,10553,10314.0,1817.0,144.0,129639.0,355768,266906.0,199414.0,False,2,965,126,285
177,9,17,0,0,179,405,10256.0,1804.0,144.0,129408.0,337641,280429.0,360833.0,False,1,965,181,285
178,46,2,0,0,49,9115,34699.0,1817.0,144.0,129408.0,323134,266906.0,359919.0,False,1,965,181,285
179,4,2,0,0,767,722,0.0,1810.0,144.0,129408.0,215442,280429.0,359919.0,False,1,965,181,285
180,36,6,0,0,3,6384,437.0,1808.0,144.0,129639.0,350086,136127.0,199452.0,False,1,965,181,285
181,36,41,0,0,3290,6384,440.0,1802.0,144.0,129639.0,356952,136127.0,199452.0,False,1,965,181,285
182,36,41,0,0,3290,6384,439.0,1815.0,144.0,129639.0,356952,266913.0,199452.0,False,1,965,126,285
183,36,6,0,0,3,6384,322890.0,1808.0,144.0,129639.0,239188,133765.0,199414.0,False,1,965,181,285
184,36,17,0,0,178,6384,10240.0,1802.0,144.0,129639.0,129237,147570.0,199452.0,False,1,965,181,285
185,36,41,0,0,3290,6384,0.0,1807.0,144.0,129639.0,355688,136528.0,199452.0,False,1,965,181,285
186,36,6,0,0,3,6384,0.0,1811.0,144.0,129639.0,239188,280429.0,199414.0,False,1,965,126,285
187,36,13,0,0,187,6384,10315.0,1817.0,144.0,129639.0,336962,285819.0,199414.0,False,1,965,181,285
188,4,2,0,0,16,722,34679.0,1817.0,144.0,129639.0,341354,273302.0,199414.0,False,1,965,181,285
189,36,1,0,0,4,6384,10278.0,1808.0,144.0,129639.0,355902,280429.0,199452.0,False,1,965,181,285
190,21,20,0,0,2627,607,10291.0,2578.0,144.0,129408.0,322157,136127.0,360956.0,False,1,965,181,285
191,4,6,0,0,3,722,436.0,1806.0,144.0,196034.0,332775,266906.0,199452.0,False,2,965,181,285
192,45,6,0,0,3,8628,0.0,1434.0,406.0,196034.0,332775,189415.0,199452.0,False,1,965,181,285
193,36,1,0,0,4,6384,0.0,1818.0,144.0,129639.0,129117,265493.0,199522.0,False,1,965,126,285
194,18,33,0,0,2923,469,436.0,1806.0,144.0,129433.0,334760,266737.0,359921.0,False,1,965,126,285
195,9,33,0,0,2923,405,10240.0,1802.0,144.0,129433.0,334758,151879.0,359921.0,False,1,965,126,285
196,8,6,0,0,667,1589,440.0,1802.0,144.0,129408.0,316898,136127.0,359919.0,False,1,965,181,18
197,18,29,0,0,2608,469,0.0,1504.0,149.0,129639.0,322224,280693.0,360145.0,False,1,965,181,285
198,36,17,0,0,178,6384,10314.0,1817.0,144.0,129639.0,129239,133765.0,199414.0,False,1,965,126,661
199,36,41,0,0,3290,6384,34725.0,1807.0,144.0,129639.0,356952,266906.0,199452.0,False,1,965,181,285
200,36,28,0,0,2602,6384,0.0,1807.0,144.0,129639.0,321523,266906.0,199414.0,False,1,965,126,285
201,8,2,0,0,767,1589,0.0,341146.0,433.0,129408.0,215442,146453.0,359919.0,False,1,965,181,285
202,50,28,0,0,2602,10346,34725.0,1807.0,144.0,129639.0,321523,266906.0,199452.0,False,1,965,181,285
203,18,33,0,0,2923,469,2942.0,2929.0,433.0,129433.0,334766,0.0,360833.0,False,1,965,181,285
204,36,17,0,0,178,6384,440.0,1802.0,144.0,129639.0,337642,183263.0,199522.0,False,1,965,181,285
205,4,1,0,0,4,722,10314.0,1817.0,144.0,129639.0,207168,280429.0,199414.0,False,1,965,126,285
206,6,6,0,0,39,4405,440.0,1802.0,144.0,129408.0,207114,136127.0,359919.0,False,1,965,126,285
207,36,6,0,0,3,6384,438.0,1818.0,144.0,129639.0,332783,277934.0,199452.0,False,1,965,126,285
208,19,0,0,0,3296,3370,10314.0,1817.0,144.0,0.0,355768,136127.0,360833.0,False,2,965,181,285
209,36,6,0,0,3,6384,437.0,1808.0,144.0,129639.0,341149,133765.0,199414.0,False,1,965,181,285
210,26,0,0,0,3296,7243,34679.0,1817.0,144.0,0.0,355768,280429.0,359921.0,False,1,965,181,285
211,36,2,0,0,16,6384,0.0,1817.0,144.0,129639.0,341352,180916.0,199452.0,False,1,965,181,285
212,50,41,0,0,3290,10346,34724.0,1807.0,144.0,129639.0,355688,266906.0,199414.0,False,1,965,181,18
213,36,17,0,0,178,6384,10295.0,1814.0,144.0,129639.0,130098,277934.0,199414.0,False,1,965,181,285
214,36,41,0,0,3290,6384,10284.0,2570.0,144.0,129639.0,356952,133765.0,199625.0,False,1,965,181,285
215,36,2,0,0,16,6384,439.0,1815.0,144.0,129639.0,207972,0.0,199452.0,False,1,965,126,661
216,50,23,1,0,494,10346,439.0,1815.0,144.0,129639.0,346465,266737.0,199522.0,False,1,965,126,661
217,36,17,0,0,178,6384,437.0,1808.0,144.0,129639.0,129239,180305.0,199452.0,False,1,965,126,661
218,36,6,0,0,3,6384,10238.0,2572.0,144.0,129639.0,332783,280429.0,199452.0,False,1,965,126,285
219,36,1,0,0,4,6384,0.0,1808.0,144.0,129639.0,208063,280429.0,199452.0,False,2,965,181,285
220,15,0,0,0,3296,10553,10314.0,1817.0,144.0,129639.0,355768,280429.0,199414.0,False,1,965,126,285
221,36,17,0,0,178,6384,0.0,1811.0,144.0,129639.0,337642,280429.0,199452.0,False,1,965,126,661
222,45,6,0,0,3,8628,0.0,2437.0,145.0,0.0,233531,150733.0,0.0,False,1,965,181,285
223,36,41,0,0,3290,6384,0.0,2518.0,144.0,129639.0,356952,133765.0,199414.0,False,1,965,181,285
224,45,6,0,0,3,8628,0.0,2437.0,145.0,0.0,233531,150733.0,0.0,False,1,965,181,285
225,8,20,0,0,1043,1589,435.0,129163.0,144.0,129433.0,328659,266737.0,359921.0,False,1,965,181,285
226,47,2,0,0,767,9836,0.0,1812.0,144.0,129408.0,215441,280429.0,360833.0,False,1,965,181,285
227,36,17,0,0,178,6384,436.0,1806.0,144.0,129639.0,130098,134237.0,199414.0,False,1,965,126,285
228,36,41,0,0,3290,6384,0.0,1800.0,144.0,129639.0,356952,280429.0,199452.0,False,1,965,126,285
229,36,41,0,0,3290,6384,34714.0,1799.0,144.0,129639.0,356952,165748.0,199452.0,False,1,965,181,285
230,45,6,0,0,3,8628,0.0,2401.0,145.0,129639.0,336477,266271.0,199452.0,False,1,965,181,661
231,53,20,0,0,1057,10549,438.0,1818.0,144.0,0.0,315157,280429.0,359921.0,False,1,965,181,285
232,36,6,0,0,3,6384,0.0,2518.0,144.0,129639.0,332783,277934.0,199452.0,False,2,965,126,285
233,36,1,0,0,4,6384,10278.0,1808.0,144.0,129639.0,353785,148498.0,199452.0,False,1,965,126,285
234,18,6,0,0,667,469,436.0,1806.0,144.0,129408.0,316898,266737.0,360833.0,False,1,965,126,285
235,36,41,0,0,3290,6384,436.0,1806.0,144.0,129639.0,356952,266257.0,199452.0,False,1,965,126,285
236,36,6,0,0,3,6384,0.0,2518.0,144.0,129639.0,239188,269937.0,199452.0,False,1,965,181,285
237,52,20,0,0,2627,10517,0.0,2571.0,144.0,129408.0,322157,280429.0,206071.0,False,1,965,181,285
238,36,41,0,0,3290,6384,0.0,1807.0,144.0,129639.0,356952,280429.0,199414.0,False,1,965,181,285
239,36,17,0,0,178,6384,10255.0,1804.0,144.0,129639.0,129239,266906.0,199414.0,False,1,965,126,285
240,21,28,0,0,2604,607,436.0,1806.0,144.0,129408.0,321533,266906.0,360833.0,False,1,965,126,285
241,36,1,0,0,4,6384,436.0,1806.0,144.0,129639.0,129117,136127.0,199452.0,False,1,965,126,285
242,24,41,1,1,3290,8681,10290.0,1812.0,144.0,129639.0,356952,147958.0,199452.0,False,1,965,181,285
243,36,41,1,1,3290,6384,10290.0,1812.0,144.0,129639.0,356952,147958.0,199452.0,False,1,965,181,285
